joint_number,WT [in],dist_to_us_weld,dist_to_ds_weld,distance_along_line,feature_type,ID/OD,depth_percent,"Metal Loss Depth 
[in]","Metal Loss Depth + Tolerance
[%]",Dimension Classification,"Metal Loss Depth Tolerance [%] 
(includes seamless and HAZ and modified specs)","Dent Depth
 [%]","Dent Depth
 [in]","Is any part of the dent affecting the top of the pipe? 
[Y/N]",Length [in],Comments,Anomalies per Joint,"Was anomaly sizing reviewed by analyst? 
[Y/N]","Was anomaly sizing/dimensions manually changed? 
[Y/N]","Magnetization Level 
[kA/m] for MFL survey 
or 
Actual WT [in] for UT Survey",Elevation [ft],"Seam Position
[hh:mm]","Distance To Seam Weld 
[in]",Tool,Evaluation Pressure [PSI],SMYS [PSI],Pipe Type,"Pipe Diameter (O.D.) 
[in.]",Pdesign [PSI],"Mod B31G Psafe 
[PSI]",Mod B31G Pburst [PSI],"Mod B31G Psafe Pressure with Tolerance
[PSI]","Mod B31G Pburst Pressure with Tolerance
[PSI]",Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,Length Tolerance [in],Width Tolerance [in],run_year,row_index,distance_raw_m,dist_to_us_weld_m,clock_position_deg,length_mm,width_mm,distance_corrected_m
4080,0.344,6.188,23.681,14786.014,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,3.6,EXT ML,24,N,N,5.97,42.543,09:16,11.938,CMFL,1025,65000,E.R. WELD,24,1341.6,1500.3,2083.8,1426.1,1980.6,1492.2,2072.5,0.683,1.117,1.0,1.2,2022,1158,4506.7770672,1.8861024,218.5,9104.0712,106.67999999999999,5434.347409625498
4080,0.344,6.243,23.625,14786.07,Metal Loss,External,18.0,0.062,33.0,PITT,20.0,,,,0.7,EXT ML,24,N,N,5.97,42.539,09:16,32.673,CMFL,1025,65000,E.R. WELD,24,1341.6,1542.8,2142.8,1536.9,2134.6,1541.7,2141.3,0.664,1.15,0.6,1.2,2022,1159,4506.794136,1.9028664000000002,122.0,9104.0712,17.779999999999998,5434.370342128897
4080,0.344,6.663,23.205,14786.49,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,5.6,EXT ML,24,N,N,5.97,42.508,09:16,12.566,CMFL,1025,65000,E.R. WELD,24,1341.6,1464.4,2033.9,1357.6,1885.5,1453.8,2019.2,0.7,1.093,1.0,1.2,2022,1160,4506.922152,2.0308824000000003,217.5,9104.0712,99.05999999999999,5434.542335904383
4080,0.344,10.801,19.068,14790.627,Metal Loss,External,44.0,0.151,59.0,GENE,20.0,,,,5.0,EXT ML ( NEAR SW ),24,N,N,5.97,42.209,09:16,1.257,CMFL,1025,65000,E.R. WELD,24,1341.6,1245.3,1729.6,1098.6,1525.8,1222.6,1698.0,0.823,0.928,1.0,1.2,2022,1161,4508.1831096000005,3.2921448000000004,283.0,9104.0712,38.099999999999994,5436.2364745929235
4080,0.344,11.647,18.222,14791.473,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,3.4,EXT ML ( NEAR SW ),24,N,N,5.97,42.148,09:16,1.466,CMFL,1025,65000,E.R. WELD,24,1341.6,1453.4,2018.6,1372.7,1906.5,1435.3,1993.5,0.705,1.083,1.0,1.2,2022,1162,4508.4409704,3.5500056000000004,285.0,9104.0712,40.64,5436.582919197831
4080,0.344,12.467,17.402,14792.293,Metal Loss,External,32.0,0.11,47.0,GENE,20.0,,,,18.8,EXT ML,24,N,N,5.97,42.089,09:16,31.416,CMFL,1025,65000,E.R. WELD,24,1341.6,1194.2,1658.7,1016.8,1412.2,1222.9,1698.4,0.858,0.892,1.0,1.2,2022,1163,4508.6909064,3.7999416000000004,61.5,9104.0712,215.89999999999998,5436.918716569018
4080,0.344,13.688,16.181,14793.514,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,73.1,EXT ML ( ON SW ),24,N,N,5.97,42.0,09:16,1.257,CMFL,1025,65000,E.R. WELD,24,1341.6,1317.3,1829.5,1127.0,1565.2,1380.7,1917.6,0.778,0.984,1.0,1.2,2022,1164,4509.0630672,4.1721024,291.0,9104.0712,223.52,5437.4187270448965
4080,0.344,14.272,15.597,14794.098,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.5,EXT ML,24,N,N,5.97,41.958,09:16,30.578,CMFL,1025,65000,E.R. WELD,24,1341.6,1491.1,2071.0,1416.7,1967.7,1480.0,2055.5,0.687,1.111,1.0,1.2,2022,1165,4509.2410704,4.3501056,63.5,9104.0712,35.559999999999995,5437.657880294621
4080,0.344,15.322,14.551,14795.144,Metal Loss,External,18.0,0.062,33.0,PITT,20.0,,,,1.8,EXT ML,24,N,N,5.97,41.882,09:16,30.997,CMFL,1025,65000,E.R. WELD,24,1341.6,1519.9,2111.0,1489.2,2068.3,1514.0,2102.8,0.674,1.133,0.6,1.2,2022,1166,4509.5598912000005,4.6701456,65.5,9104.0712,27.94,5438.08622669738
4080,0.344,15.673,14.196,14795.499,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,2.5,EXT ML,24,N,N,5.97,41.857,09:16,30.997,CMFL,1025,65000,E.R. WELD,24,1341.6,1511.5,2099.3,1462.7,2031.6,1504.3,2089.2,0.678,1.127,1.0,1.2,2022,1167,4509.668095200001,4.7771304,65.5,9104.0712,48.26,5438.231602388564
4080,0.344,16.949,12.92,14796.775,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,19.4,EXT ML,24,N,N,5.97,41.765,09:16,6.912,CMFL,1025,65000,E.R. WELD,24,1341.6,1363.7,1894.1,1195.3,1660.2,1353.8,1880.3,0.752,1.018,1.0,1.2,2022,1168,4510.05702,5.166055200000001,245.0,9104.0712,83.82,5438.7541358588505
4080,0.344,17.359,12.513,14797.182,Metal Loss,External,15.0,0.052,30.0,AXGR,20.0,,,,1.9,EXT ML,24,N,N,5.97,41.735,09:16,31.416,CMFL,1025,65000,E.R. WELD,24,1341.6,1521.1,2112.6,1488.5,2067.3,1515.6,2105.0,0.674,1.134,1.0,1.2,2022,1169,4510.181073600001,5.291023200000001,67.5,9104.0712,22.86,5438.920806017478
4080,0.344,22.057,7.812,14801.883,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.7,EXT ML ( NEAR SW ),24,N,N,5.97,41.395,09:16,1.466,CMFL,1025,65000,E.R. WELD,24,1341.6,1484.1,2061.2,1388.7,1928.8,1471.9,2044.3,0.691,1.105,1.0,1.2,2022,1170,4511.6139384,6.7229735999999995,284.5,9104.0712,50.8,5440.845907775955
4080,0.344,22.759,7.11,14802.585,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,2.2,EXT ML ( NEAR SW ),24,N,N,5.97,41.345,09:16,1.466,CMFL,1025,65000,E.R. WELD,24,1341.6,1516.5,2106.2,1476.0,2049.9,1510.2,2097.4,0.676,1.131,1.0,1.2,2022,1171,4511.827908,6.936943200000001,285.0,9104.0712,43.18,5441.133383086411
4080,0.344,23.376,6.493,14803.202,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.8,EXT ML,24,N,N,5.97,41.3,09:16,1.466,CMFL,1025,65000,E.R. WELD,24,1341.6,1527.7,2121.8,1498.8,2081.7,1523.6,2116.1,0.671,1.139,0.6,1.2,2022,1172,4512.0159696,7.125004800000001,285.0,9104.0712,22.86,5441.38605013278
4080,0.344,23.839,6.03,14803.665,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.3,EXT ML ( NEAR SW ),24,N,N,5.97,41.266,09:16,1.466,CMFL,1025,65000,E.R. WELD,24,1341.6,1521.3,2113.0,1480.4,2056.1,1516.1,2105.7,0.674,1.134,1.0,1.2,2022,1173,4512.157092,7.2661272,285.0,9104.0712,33.019999999999996,5441.575652794805
4080,0.344,23.888,5.981,14803.714,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,5.3,EXT ML,24,N,N,5.97,41.263,09:16,30.788,CMFL,1025,65000,E.R. WELD,24,1341.6,1486.1,2064.0,1386.1,1925.2,1474.5,2047.9,0.69,1.109,1.0,1.2,2022,1174,4512.1720272,7.281062400000001,65.0,9104.0712,40.64,5441.595718735278
4090,0.344,0.774,5.285,14810.466,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,3.1,EXT ML,3,N,N,5.97,40.775,11:48,17.383,CMFL,1025,65000,E.R. WELD,24,1341.6,1509.3,2096.2,1446.4,2008.9,1501.8,2085.8,0.679,1.124,1.0,1.2,2022,1176,4514.230036800001,0.23591520000000002,76.5,1845.8688000000002,93.98,5445.279755120209
4090,0.344,0.823,5.233,14810.518,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.1,EXT ML,3,N,N,5.97,40.771,11:48,17.383,CMFL,1025,65000,E.R. WELD,24,1341.6,1525.9,2119.3,1489.1,2068.1,1521.6,2113.3,0.672,1.137,1.0,1.2,2022,1177,4514.2458864,0.2508504,270.5,1845.8688000000002,50.8,5445.363033566708
4090,0.344,0.873,5.184,14810.568,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.4,EXT ML,3,N,N,5.97,40.767,11:48,4.189,CMFL,1025,65000,E.R. WELD,24,1341.6,1534.8,2131.7,1515.6,2105.0,1532.2,2128.0,0.668,1.144,0.6,1.2,2022,1178,4514.2611264,0.2660904,334.0,1845.8688000000002,25.4,5445.443108996031
4130,0.344,0.719,5.341,14936.339,Seam Weld Manufacturing Anomaly,,,,,,,,,,11.5,SWA,4,N,N,5.97,40.457,11:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,1183,4552.5961272,0.2191512,343.5,1845.8688000000002,,5499.969696000015
4130,0.344,2.933,3.127,14938.553,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,1.7,EXT ML,4,N,N,5.97,40.424,11:32,10.053,CMFL,1025,65000,E.R. WELD,24,1341.6,1519.9,2111.0,1491.2,2071.1,1513.8,2102.6,0.674,1.133,1.0,1.2,2022,1185,4553.2709544,0.8939784,33.5,1845.8688000000002,50.8,5509.886635703588
4130,0.344,3.442,2.615,14939.065,Seam Weld Manufacturing Anomaly,,,,,,,,,,10.4,SWA,4,N,N,5.97,40.416,11:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,1186,4553.427012,1.0491216,346.0,1845.8688000000002,,5512.179984000002
4140,0.344,5.604,13.593,14947.283,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,1.4,EXT ML,16,N,N,5.97,40.415,04:12,31.835,CMFL,1025,65000,E.R. WELD,24,1341.6,1532.9,2129.1,1512.5,2100.7,1529.8,2124.8,0.669,1.142,1.0,1.2,2022,1188,4555.9318584,1.7080992000000002,333.5,5850.940800000001,48.26,5527.923644723069
4140,0.344,5.804,13.392,14947.484,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.0,EXT ML,16,N,N,5.97,40.419,04:12,37.28,CMFL,1025,65000,E.R. WELD,24,1341.6,1540.5,2139.6,1530.0,2125.1,1539.0,2137.5,0.665,1.148,0.6,1.2,2022,1189,4555.9931232,1.7690592000000003,303.5,5850.940800000001,17.779999999999998,5528.051274403835
4140,0.344,6.043,13.153,14947.723,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,3.5,EXT ML,16,N,N,5.97,40.425,04:12,30.159,CMFL,1025,65000,E.R. WELD,24,1341.6,1499.7,2083.0,1430.6,1986.9,1490.4,2070.0,0.684,1.119,1.0,1.2,2022,1190,4556.0659704,1.8419064,270.0,5850.940800000001,45.72,5528.203033078975
4140,0.344,6.211,12.986,14947.89,Metal Loss,External,11.0,0.038,26.0,PITT,20.0,,,,1.8,EXT ML,16,N,N,5.97,40.429,04:12,35.186,CMFL,1025,65000,E.R. WELD,24,1341.6,1531.6,2127.3,1504.8,2090.0,1528.4,2122.8,0.669,1.142,0.6,1.2,2022,1191,4556.116872,1.8931128000000002,294.0,5850.940800000001,25.4,5528.309073659513
4140,0.344,6.335,12.861,14948.015,Metal Loss,External,14.0,0.048,34.0,AXSL,20.0,,,,0.9,EXT ML,16,N,N,5.97,40.432,04:12,12.357,CMFL,1025,65000,E.R. WELD,24,1341.6,1542.2,2142.0,1534.3,2130.9,1541.0,2140.3,0.665,1.15,1.0,1.2,2022,1192,4556.154972,1.930908,66.5,5850.940800000001,7.619999999999999,5528.388445351533
4140,0.344,6.811,12.385,14948.491,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,5.7,EXT ML,16,N,N,5.97,40.444,04:12,15.917,CMFL,1025,65000,E.R. WELD,24,1341.6,1444.5,2006.3,1330.5,1847.9,1431.0,1987.5,0.71,1.076,1.0,1.2,2022,1193,4556.300056800001,2.0759928000000003,49.5,5850.940800000001,38.099999999999994,5528.6906927547425
4140,0.344,7.828,11.368,14949.508,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,7.1,EXT ML,16,N,N,5.97,40.468,04:12,21.153,CMFL,1025,65000,E.R. WELD,24,1341.6,1467.9,2038.8,1342.3,1864.3,1457.9,2024.9,0.698,1.093,1.0,1.2,2022,1194,4556.6100384,2.3859744000000003,227.5,5850.940800000001,71.11999999999999,5529.33646084101
4140,0.344,10.23,8.967,14951.909,Metal Loss,External,11.0,0.038,26.0,AXGR,20.0,,,,3.3,EXT ML,16,N,N,5.97,40.525,04:12,15.917,CMFL,1025,65000,E.R. WELD,24,1341.6,1506.3,2092.0,1441.7,2002.4,1500.5,2084.0,0.681,1.124,1.0,1.2,2022,1195,4557.3418632,3.118104,49.5,5850.940800000001,17.779999999999998,5530.8610323013145
4140,0.344,13.209,5.988,14954.888,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.4,EXT ML,16,N,N,5.97,40.597,04:12,27.855,CMFL,1025,65000,E.R. WELD,24,1341.6,1482.7,2059.2,1390.6,1931.4,1495.7,2077.3,0.691,1.104,1.0,1.2,2022,1196,4558.249862400001,4.0261032,259.0,5850.940800000001,66.03999999999999,5532.752618465516
4140,0.344,14.311,4.885,14955.991,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,7.1,EXT ML,16,N,N,5.97,40.623,04:12,17.174,CMFL,1025,65000,E.R. WELD,24,1341.6,1406.4,1953.3,1278.7,1775.9,1408.4,1956.1,0.729,1.051,1.0,1.2,2022,1197,4558.5860568,4.3619928,208.5,5850.940800000001,76.19999999999999,5533.452994275891
4140,0.344,14.902,4.295,14956.581,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,1.6,EXT ML,16,N,N,5.97,40.637,04:12,27.855,CMFL,1025,65000,E.R. WELD,24,1341.6,1524.5,2117.4,1499.7,2082.9,1519.6,2110.5,0.672,1.137,1.0,1.2,2022,1198,4558.7658888000005,4.5421296,259.0,5850.940800000001,43.18,5533.827628662224
4140,0.344,15.469,3.727,14957.149,Metal Loss,External,12.0,0.041,27.0,AXGR,20.0,,,,1.9,EXT ML,16,N,N,5.97,40.651,04:12,16.127,CMFL,1025,65000,E.R. WELD,24,1341.6,1529.2,2123.9,1499.3,2082.4,1525.5,2118.8,0.67,1.14,1.0,1.2,2022,1199,4558.9390152,4.7149512,48.5,5850.940800000001,17.779999999999998,5534.188293630756
4140,0.344,15.679,3.517,14957.359,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,1.3,EXT ML,16,N,N,5.97,40.656,04:12,27.855,CMFL,1025,65000,E.R. WELD,24,1341.6,1533.6,2130.0,1516.3,2105.9,1530.6,2125.9,0.668,1.143,1.0,1.2,2022,1200,4559.0030232,4.7789592,259.0,5850.940800000001,48.26,5534.321638073348
4140,0.344,16.463,2.733,14958.143,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,2.8,EXT ML,16,N,N,5.97,40.675,04:12,28.903,CMFL,1025,65000,E.R. WELD,24,1341.6,1509.8,2097.0,1455.7,2021.8,1508.7,2095.4,0.679,1.125,0.6,1.2,2022,1201,4559.2419864,5.017922400000001,261.0,5850.940800000001,66.03999999999999,5534.819457325693
4140,0.344,16.781,2.415,14958.461,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,4.8,EXT ML,16,N,N,5.97,40.682,04:12,30.159,CMFL,1025,65000,E.R. WELD,24,1341.6,1459.5,2027.1,1357.9,1885.9,1487.2,2065.5,0.702,1.087,1.0,1.2,2022,1202,4559.3389128,5.1148488,270.0,5850.940800000001,35.559999999999995,5535.021378910191
4140,0.344,16.949,2.247,14958.629,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.4,EXT ML,16,N,N,5.97,40.686,04:12,26.599,CMFL,1025,65000,E.R. WELD,24,1341.6,1486.8,2065.0,1397.2,1940.6,1475.1,2048.7,0.69,1.108,1.0,1.2,2022,1203,4559.3901192,5.166055200000001,253.0,5850.940800000001,76.19999999999999,5535.128054464265
4150,0.344,2.27,37.969,14963.146,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,0.7,EXT ML,11,N,N,5.97,40.795,02:32,29.112,CMFL,1025,65000,E.R. WELD,24,1341.6,1544.3,2144.9,1539.1,2137.6,1543.6,2143.8,0.664,1.151,0.6,1.2,2022,1205,4560.7669008,0.6918960000000001,296.5,12266.066400000002,25.4,5537.242970369045
4150,0.344,5.568,34.672,14966.444,Metal Loss,External,16.0,0.055,31.0,PITT,20.0,,,,0.9,EXT ML,11,N,N,5.97,40.931,02:32,26.18,CMFL,1025,65000,E.R. WELD,24,1341.6,1541.3,2140.7,1533.0,2129.2,1539.9,2138.7,0.665,1.149,0.6,1.2,2022,1206,4561.7721312,1.6971264,310.5,12266.066400000002,22.86,5538.242729821516
4150,0.344,7.582,32.661,14968.455,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,3.0,EXT ML,11,N,N,5.97,41.017,02:32,20.106,CMFL,1025,65000,E.R. WELD,24,1341.6,1506.5,2092.4,1447.0,2009.7,1498.4,2081.1,0.68,1.123,1.0,1.2,2022,1207,4562.3850840000005,2.3109936,340.0,12266.066400000002,86.36,5538.852346637441
4150,0.344,8.038,32.201,14968.914,Metal Loss,External,15.0,0.052,30.0,PITT,20.0,,,,0.6,EXT ML,11,N,N,5.97,41.037,02:32,18.431,CMFL,1025,65000,E.R. WELD,24,1341.6,1544.8,2145.5,1540.2,2139.2,1544.1,2144.6,0.664,1.151,0.6,1.2,2022,1208,4562.5249872,2.4499824,347.5,12266.066400000002,25.4,5538.991488416909
4150,0.344,11.637,28.602,14972.513,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,6.0,EXT ML,11,N,N,5.97,41.191,02:32,10.263,CMFL,1025,65000,E.R. WELD,24,1341.6,1410.0,1958.4,1287.8,1788.6,1394.5,1936.7,0.727,1.051,1.0,1.2,2022,1209,4563.6219624000005,3.5469576000000003,22.0,12266.066400000002,137.16,5540.0824933500335
4150,0.344,12.972,27.267,14973.848,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,4.3,EXT ML,11,N,N,5.97,41.248,02:32,28.693,CMFL,1025,65000,E.R. WELD,24,1341.6,1466.2,2036.3,1373.3,1907.3,1460.7,2028.7,0.699,1.093,1.0,1.2,2022,1210,4564.0288704,3.9538656,294.5,12266.066400000002,76.19999999999999,5540.487186760904
4150,0.344,13.822,26.421,14974.695,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,29.0,EXT ML,11,N,N,5.97,41.284,02:32,12.566,CMFL,1025,65000,E.R. WELD,24,1341.6,1388.6,1928.6,1211.9,1683.2,1397.8,1941.4,0.738,1.035,1.0,1.2,2022,1211,4564.287036,4.2129456,12.0,12266.066400000002,203.2,5540.743947299485
4150,0.344,13.898,26.342,14974.774,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,3.1,EXT ML,11,N,N,5.97,41.287,02:32,29.322,CMFL,1025,65000,E.R. WELD,24,1341.6,1508.5,2095.2,1446.4,2008.9,1500.9,2084.5,0.68,1.124,1.0,1.2,2022,1212,4564.3111152,4.2361104,296.0,12266.066400000002,43.18,5540.767895448893
4150,0.344,15.095,25.148,14975.968,Metal Loss,External,14.0,0.048,29.0,AXGR,20.0,,,,1.9,EXT ML,11,N,N,5.97,41.338,02:32,28.903,CMFL,1025,65000,E.R. WELD,24,1341.6,1524.9,2117.9,1491.0,2070.8,1520.3,2111.5,0.672,1.136,1.0,1.2,2022,1213,4564.675046400001,4.600956,297.5,12266.066400000002,22.86,5541.129845960188
4150,0.344,15.636,24.603,14976.512,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,1.7,EXT ML,11,N,N,5.97,41.362,02:32,28.484,CMFL,1025,65000,E.R. WELD,24,1341.6,1526.2,2119.7,1498.0,2080.6,1521.7,2113.5,0.672,1.138,1.0,1.2,2022,1214,4564.8408576,4.7658528,299.5,12266.066400000002,33.019999999999996,5541.294754735853
4150,0.344,25.82,14.419,14986.696,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,9.5,EXT ML,11,N,N,5.97,41.797,02:32,11.519,CMFL,1025,65000,E.R. WELD,24,1341.6,1312.8,1823.3,1156.2,1605.9,1333.4,1851.9,0.781,0.978,1.0,1.2,2022,1215,4567.9449408,7.869936,20.0,12266.066400000002,137.16,5544.381944021471
4150,0.344,,,14996.519,Attachment,,,,,,,,,,,ATTACHMENT,11,,,5.97,42.217,02:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,1216,4570.938991200001,,0.0,12266.066400000002,,5547.359699358532
4160,0.5,2.628,0.354,15003.743,Metal Loss,External,25.0,0.125,40.0,GENE,20.0,,,,9.3,EXT ML ( ON GW ),2,N,N,4.14,42.521,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,1815.6,2521.6,1624.2,2255.8,1774.2,2464.1,0.565,1.011,1.0,1.2,2022,1219,4573.1408664,0.8010144000000001,132.5,908.9136000000001,78.74,5550.954852889038
4161,0.5,,,15004.898,Tap,,,,,,,,,,,1.0 IN OFFTAKE-WELDOLET,3,,,4.14,42.529,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,2022,1221,4573.4929104,,90.0,1413.9672,,5553.353766834232
4161,0.5,,,15007.71,Tap,,,,,,,,,,,1.0 IN OFFTAKE-WELDOLET,3,,,4.14,42.547,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,2022,1224,4574.350008,,90.0,1413.9672,,5560.740436816552
4161,0.5,3.783,0.856,15007.881,Metal Loss,External,25.0,0.125,40.0,GENE,20.0,,,,3.7,EXT ML,3,N,N,4.14,42.548,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,1972.8,2739.9,1869.8,2596.9,1945.0,2701.4,0.52,1.096,1.0,1.2,2022,1225,4574.4021288,1.1530584,120.5,1413.9672,99.05999999999999,5561.1896262073715
4161,0.5,4.501,0.135,15008.602,Metal Loss,External,20.0,0.1,35.0,GENE,20.0,,,,22.9,EXT ML ( ON GW ),3,N,N,4.14,42.553,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,1801.8,2502.5,1575.3,2187.9,1773.2,2462.8,0.569,1.005,1.0,1.2,2022,1226,4574.6218896,1.3719048000000003,114.0,1413.9672,129.54,5563.083576796722
4162,0.344,2.864,0.016,15011.601,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,33.8,EXT ML ( ON GW ),1,N,N,5.97,42.57,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,1290.8,1792.8,1106.2,1536.4,1318.7,1831.5,0.794,0.961,1.0,1.2,2022,1228,4575.535984800001,0.8729472,98.0,878.1288,388.62,5575.553373466682
4190,0.344,0.863,12.28,15012.484,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,10.0,EXT ML,4,N,N,5.97,42.57,08:08,15.708,CMFL,1025,65000,E.R. WELD,24,1341.6,1445.2,2007.2,1297.3,1801.8,1448.8,2012.2,0.709,1.075,1.0,1.2,2022,1231,4575.805123200001,0.2630424,169.0,4005.9864000000002,99.05999999999999,5576.4232679461475
4190,0.344,1.959,11.188,15013.576,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,4.8,EXT ML,4,N,N,5.97,42.57,08:08,12.357,CMFL,1025,65000,E.R. WELD,24,1341.6,1471.3,2043.5,1371.1,1904.3,1456.6,2023.0,0.697,1.095,1.0,1.2,2022,1232,4576.1379648,0.5971032000000001,184.5,4005.9864000000002,68.58,5577.433666383507
4190,0.344,,,15014.511,Attachment,,,,,,,,,,,ATTACHMENT,4,,,5.97,42.57,08:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,1233,4576.4229528000005,,180.0,4005.9864000000002,,5578.298796913668
4190,0.344,,,15014.764,End Repair Marker,,,,,,,,,,,REPAIR MARKER 2012 DIG 9 RECOAT END,4,,,5.97,42.57,08:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,1234,4576.5000672,,,4005.9864000000002,,5578.532891057121
4190,0.344,,,15015.243,Attachment,,,,,,,,,,,ATTACHMENT,4,,,5.97,42.569,08:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,1235,4576.646066400001,,0.0,4005.9864000000002,,5578.976096965087
4190,0.344,9.117,4.026,15020.738,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,7.5,EXT ML,4,N,N,5.97,42.565,08:08,9.844,CMFL,1025,65000,E.R. WELD,24,1341.6,1459.5,2027.0,1327.1,1843.2,1443.0,2004.2,0.702,1.085,1.0,1.2,2022,1236,4578.3209424,2.7788616000000004,290.5,4005.9864000000002,81.28,5584.060473717194
4190,0.344,10.013,3.133,15021.631,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,9.4,EXT ML,4,N,N,5.97,42.564,08:08,12.985,CMFL,1025,65000,E.R. WELD,24,1341.6,1445.9,2008.2,1303.1,1809.9,1427.1,1982.1,0.709,1.077,1.0,1.2,2022,1237,4578.5931288,3.0519624000000003,305.5,4005.9864000000002,76.19999999999999,5584.886742768995
4200,0.344,5.203,35.075,15029.964,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.4,EXT ML,14,N,N,5.97,42.477,07:32,2.932,CMFL,1025,65000,E.R. WELD,24,1341.6,1486.9,2065.1,1396.0,1938.9,1475.2,2048.9,0.689,1.108,1.0,1.2,2022,1239,4581.1330272000005,1.5858744000000002,212.0,12276.124800000001,60.959999999999994,5589.3542523203
4200,0.344,,,15033.583,Field Bend,,,,,,,,,,,BEND-COLD OVER,14,,,5.97,42.367,07:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,1240,4582.236098400001,,,12276.124800000001,,5590.445957299368
4200,0.344,8.917,31.358,15033.681,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,5.3,EXT ML,14,N,N,5.97,42.364,07:32,29.531,CMFL,1025,65000,E.R. WELD,24,1341.6,1462.8,2031.7,1356.0,1883.4,1448.3,2011.5,0.701,1.09,1.0,1.2,2022,1241,4582.2659688,2.7179016000000003,82.5,12276.124800000001,71.11999999999999,5590.47551991002
4200,0.344,9.672,30.604,15034.436,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,3.2,EXT ML,14,N,N,5.97,42.341,07:32,29.322,CMFL,1025,65000,E.R. WELD,24,1341.6,1483.7,2060.7,1411.6,1960.5,1470.6,2042.5,0.691,1.104,1.0,1.2,2022,1242,4582.4960928,2.9480256000000002,85.5,12276.124800000001,50.8,5590.703272675755
